gene,pvalue,sidak,holm-sidak,holm,simes-hochberg,hommel,fdr_bh,fdr_by,fdr_tsbh,fdr_tsbky
factor,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
1110017D15Rik,0.1342220195107222,1.0,1.0,1.0,0.5,0.5,0.18218929534279196,1.0,0.08053077261854379,0.08553860011693973
1110017F19Rik,0.0003064818329207283,0.9987601315522653,0.9917292504955115,1.0,0.5,0.5,0.0010789844008361493,0.01140320588875592,0.000476929488525679,0.0005065874755258538
1110018G07Rik,0.031985957876503185,1.0,1.0,1.0,0.5,0.5,0.05583575271654771,0.5900980437595261,0.02468035401059824,0.02621510838418238
1110018H23Rik,0.11174973444165798,1.0,1.0,1.0,0.5,0.5,0.15715974410547684,1.0,0.0694672845269743,0.07378712607799116
1110018J18Rik,0.13215201871496013,1.0,1.0,1.0,0.5,0.5,0.18008119781761886,1.0,0.07959895759539432,0.08454883992892202
1110020C03Rik,0.1985449356113625,1.0,1.0,1.0,0.5,0.5,0.24902647820182405,1.0,0.11007394619061114,0.11691892378943981
1110020C17Rik,1.1796787758178055e-06,0.02542823668661165,0.02218880842011617,0.02243866999483048,0.022437490316054663,0.018079756918183688,9.147943575393496e-06,9.66796961736382e-05,4.043546919763792e-06,4.29499595964528e-06
1110020G09Rik,0.380895316454538,1.0,1.0,1.0,0.5,0.5,0.41195986187930334,1.0,0.18209327777764753,0.19341679665219477
1110020P15Rik,0.11923375754211984,1.0,1.0,1.0,0.5,0.5,0.1655739430238038,1.0,0.0731865038070317,0.07773762599745655
1110021J02Rik,0.0004992747276977325,0.9999816133674392,0.9995001729820946,1.0,0.5,0.5,0.0016448267631085562,0.017383289523488752,0.0007270414532729081,0.0007722527192745387
1110021L09Rik,0.29167471697037906,1.0,1.0,1.0,0.5,0.5,0.3364426079995278,1.0,0.14871336492641946,0.1579611450487478
1110028C15Rik,8.055756136283896e-07,0.017435162483853572,0.0153321930242164,0.015450940269392513,0.015448523542551627,0.012670093251147312,6.613607872294264e-06,6.989566501315981e-05,2.9233273598750543e-06,3.105115248697872e-06
1110030E23Rik,0.000688237830465085,0.9999997037784651,0.9999648166238378,1.0,0.5,0.5,0.0021621262953927327,0.022850350092874488,0.0009556966601097034,0.0010151269109194474
1110032A03Rik,0.00010782534762731894,0.9050481704737868,0.8306675547113155,1.0,0.5,0.5,0.000437950931528971,0.004628467879171572,0.0001935817733894888,0.00020561970741701983
1110032A04Rik,0.12607729840842596,1.0,1.0,1.0,0.5,0.5,0.17339447950887305,1.0,0.07664331417697781,0.0814093990389935
1110032A13Rik,8.059147185105286e-07,0.017442437387982568,0.015334629543435008,0.015453414727439385,0.015453414727439385,0.012674620778015082,6.613607872294264e-06,6.989566501315981e-05,2.9233273598750543e-06,3.105115248697872e-06
1110032E23Rik,0.002874429703348625,1.0,1.0,1.0,0.5,0.5,0.007384525929556062,0.07804308338501352,0.0032640862758150386,0.0034670643483909786
1110032F04Rik,0.16198706072947733,1.0,1.0,1.0,0.5,0.5,0.2116267786270308,1.0,0.09354264177564689,0.09935961581581419
1110034A24Rik,2.1333622230372358e-07,0.004647151994550569,0.004177971700645822,0.004186723362710575,0.004186723362710575,0.003603248794709891,2.1076846505789595e-06,2.227498562583225e-05,9.316325255444507e-07,9.895663417505955e-07
1110034B05Rik,0.03375086664433368,1.0,1.0,1.0,0.5,0.5,0.05852537431730776,0.6185232080645378,0.025869212582959475,0.027477896442835464
1110034G24Rik,0.012476307339466136,1.0,1.0,1.0,0.5,0.5,0.02549245034034657,0.2694159986136832,0.01126809738182123,0.011968807012294759
1110036O03Rik,0.0033274051915912223,1.0,1.0,1.0,0.5,0.5,0.008341139029196783,0.08815301279885,0.003686925564293219,0.003916198010403527
1110037F02Rik,0.005461035556966315,1.0,1.0,1.0,0.5,0.5,0.012712839839286756,0.13435516769827682,0.0056192918058512635,0.005968728960268592
1110038D17Rik,0.3152077391112116,1.0,1.0,1.0,0.5,0.5,0.35722802650969576,1.0,0.15790087404255168,0.16771998186108217
1110038F14Rik,0.26740727921277335,1.0,1.0,1.0,0.5,0.5,0.31450046854665237,1.0,0.13901456544580662,0.14765922314472912
1110049B09Rik,0.26424919401506497,1.0,1.0,1.0,0.5,0.5,0.31146027279111116,1.0,0.13767074712407318,0.1462318391235046
1110049F12Rik,0.3993617976784046,1.0,1.0,1.0,0.5,0.5,0.42661960423800427,1.0,0.1885731336677191,0.20029960410297784
1110051M20Rik,0.02292863101146496,1.0,1.0,1.0,0.5,0.5,0.04237540300141861,0.44784284617063824,0.018730650103814736,0.019895420558669618
1110054O05Rik,0.3238088136513443,1.0,1.0,1.0,0.5,0.5,0.3646628673823495,1.0,0.16118720038046416,0.171210669275743
1110057K04Rik,9.904766312089549e-08,0.0021602700333456237,0.001965153238959738,0.0019670865895809846,0.0019669139551428804,0.001730659817711407,1.0924047652701696e-06,1.1545038503411587e-05,4.828615182569573e-07,5.128883901025601e-07
1110057P08Rik,0.004306999546685944,1.0,1.0,1.0,0.5,0.5,0.010413174586696794,0.11005124233088548,0.004602800583320086,0.004889026960905782
1110058L19Rik,0.001592396386685262,0.9999999999999992,0.9999999997986363,1.0,0.5,0.5,0.004434990739048768,0.046871032123270456,0.001960341468469344,0.002082245823696976
1110059E24Rik,0.0026699520857165226,1.0,0.9999999999999998,1.0,0.5,0.5,0.006918777968668075,0.07312084365090965,0.003058217741852871,0.0032483938249295474
1110059G10Rik,0.20396546329330378,1.0,1.0,1.0,0.5,0.5,0.25437721628754184,1.0,0.11243906358848887,0.11943111664129498
1110059M19Rik,6.04532856191001e-05,0.732858537043228,0.6399348547977978,1.0,0.5,0.46222582184363936,0.00026669806363922307,0.0028185884128202675,0.0001178850880361886,0.00012521580356669514
1110065P20Rik,3.999541812464483e-06,0.083621848698748,0.0712277095491799,0.07389153498528132,0.07389153498528132,0.05520689410862578,2.593857141624524e-05,0.00027413081235505294,1.1465290498222168e-05,1.2178262635048201e-05
1110067D22Rik,0.1691685649230284,1.0,1.0,1.0,0.5,0.5,0.21927505232272976,1.0,0.0969233090577386,0.10295051079134156
1190002A17Rik,2.8521394095594076e-06,0.06037432458791958,0.0517484207465464,0.053135357200091764,0.053132505060682206,0.04075136788378481,1.9414420416897843e-05,0.00020518056892499187,8.581504600324313e-06,9.115147744649736e-06
1190002H23Rik,0.3050219929556238,1.0,1.0,1.0,0.5,0.5,0.3479241716238046,1.0,0.15378841166718596,0.16335178491991229
1190002N15Rik,0.16916431844503893,1.0,1.0,1.0,0.5,0.5,0.21927505232272976,1.0,0.0969233090577386,0.10295051079134156
1190003J15Rik,0.001495485213285815,0.9999999999999936,0.999999999309182,1.0,0.5,0.5,0.004211625325588176,0.044510403187259524,0.0018616101500985385,0.00197737487205291
1190003M12Rik,5.362707948691043e-13,1.1708214286976215e-08,1.161651763670335e-08,1.1617234229249407e-08,1.1617234229249407e-08,1.1460643157147628e-08,6.807521241379083e-11,7.194503113054106e-10,3.0090403728382124e-11,3.1961583481525695e-11
1190005F20Rik,0.09531557341166375,1.0,1.0,1.0,0.5,0.5,0.13846653401834003,1.0,0.06120456718013188,0.06501058945690696
1190005I06Rik,3.6772150189608376e-05,0.5519712566989428,0.4692738715911784,0.6334975109522579,0.5,0.3430473891188565,0.00017393481959270132,0.001838223571631027,7.688215370015391e-05,8.1663090861396e-05
1190007F08Rik,0.014118797724264163,1.0,1.0,1.0,0.5,0.5,0.028213600564739136,0.29817437198677044,0.01247089214300162,0.013246397885372614
1190007I07Rik,0.0016170952109638718,0.9999999999999996,0.9999999998528628,1.0,0.5,0.5,0.00449224833464103,0.047476156859761275,0.001985650301255866,0.0021091284929767974
1200009F10Rik,0.022665873544945356,1.0,1.0,1.0,0.5,0.5,0.04195011416392467,0.4433481971540492,0.01854266519172103,0.019695745754855564
1200009I06Rik,0.3663233655061463,1.0,1.0,1.0,0.5,0.5,0.400178624144727,1.0,0.17688576997438674,0.18788545859215988
1200009O22Rik,0.07378120366900107,1.0,1.0,1.0,0.5,0.5,0.11233882851526983,1.0,0.049655676193133144,0.05274352761446864
1200011I18Rik,0.39379449309936887,1.0,1.0,1.0,0.5,0.5,0.4220597786803444,1.0,0.186557613082532,0.19815874783452472
1200011M11Rik,0.0020368235935327157,1.0,0.999999999999311,1.0,0.5,0.5,0.005482066068999506,0.05793700820152745,0.002423166604008163,0.0025738518632968895
1200014J11Rik,0.43692158858536156,1.0,1.0,1.0,0.5,0.5,0.45516494067378027,1.0,0.20119065871771794,0.2137017533016407
1200014M14Rik,1.2177506168947005e-07,0.0026553052830047275,0.002409456707241464,0.0024123639720684017,0.0024122421970067124,0.002110605369201895,1.3104072123021387e-06,1.3848989131272101e-05,5.792223140939791e-07,6.152414076390524e-07
1200016B10Rik,3.676856904040616e-05,0.5519362223104166,0.4692738715911784,0.6334975109522579,0.5,0.3430434893348851,0.00017393481959270132,0.001838223571631027,7.688215370015391e-05,8.1663090861396e-05
1300001I01Rik,0.004068166848733578,1.0,1.0,1.0,0.5,0.5,0.009937943632284611,0.10502878193787836,0.004392740404652321,0.004665904134198699
1300002K09Rik,0.4559429441422961,1.0,1.0,1.0,0.5,0.5,0.46946802504314666,1.0,0.20751286569989047,0.22041710840528778
1300003B13Rik,0.3169233680299674,1.0,1.0,1.0,0.5,0.5,0.3586662639998227,1.0,0.15853659951737148,0.16839524009351392
1300010F03Rik,0.00013769493442625398,0.9505423337422623,0.8937836271867685,1.0,0.5,0.5,0.0005401791809259129,0.005708863271928914,0.00023876840135183592,0.00025361627784870717
1300014I06Rik,0.10547145235267558,1.0,1.0,1.0,0.5,0.5,0.14987698174871408,1.0,0.06624817948414581,0.0703678401325149
1300017J02Rik,0.0004426119154313133,0.9999366051475245,0.9988712893698134,1.0,0.5,0.5,0.001483427665962975,0.015677549261086325,0.000655700302473604,0.000696475200052045
1300018I05Rik,3.1249281363744896e-05,0.49455066354381505,0.4181774400255922,0.5415812953150628,0.5,0.3071763676639262,0.00015133832384993894,0.0015994133598064304,6.689411759071909e-05,7.105394607192002e-05
1300018I17Rik,0.022665873544945356,1.0,1.0,1.0,0.5,0.5,0.04195011416392467,0.4433481971540492,0.01854266519172103,0.019695745754855564
1300018J18Rik,1.753458270449073e-05,0.3180871637332652,0.266372196065614,0.3097507426638863,0.3097109867125926,0.19549306257236715,9.172968819247398e-05,0.0009694417451814553,4.054608503918505e-05,4.306745411350553e-05
1500001A10Rik,3.267020855141547e-06,0.06884753456240089,0.05884961793137555,0.06065224217570282,0.06064897515484768,0.046110732349467796,2.177049074009511e-05,0.000230080609150769,9.622927825073641e-06,1.0221332149414949e-05
1500001M20Rik,0.006787501108275379,1.0,1.0,1.0,0.5,0.5,0.01526642090689776,0.16134259276673185,0.0067480181447499435,0.00716764544653957
1500002C15Rik,0.0821933753105788,1.0,1.0,1.0,0.5,0.5,0.12277084063333134,1.0,0.054266803286263654,0.0576413988714104
1500002O20Rik,0.0056892897456488475,1.0,1.0,1.0,0.5,0.5,0.013166134671324084,0.13914579701045687,0.005819655844689417,0.006181552690113763
1500003O03Rik,0.136326829243353,1.0,1.0,1.0,0.5,0.5,0.18451276901186273,1.0,0.08155778756679889,0.08662948026270754
1500009C09Rik,0.016526158982374455,1.0,1.0,1.0,0.5,0.5,0.03218194012321967,0.34011361873285945,0.01422496583902139,0.015109549120369301
1500010J02Rik,0.26898924703635774,1.0,1.0,1.0,0.5,0.5,0.3160417178600456,1.0,0.13969582390158924,0.14838284583864644
1500011B03Rik,0.13527375174147177,1.0,1.0,1.0,0.5,0.5,0.18329959699623682,1.0,0.08102154486629484,0.08605989116735244
1500011H22Rik,0.0012180807121355117,0.9999999999972289,0.9999999739711543,1.0,0.5,0.5,0.0035349194570590712,0.037358662773786584,0.0015624946267324858,0.0016596587703687415
1500011K16Rik,0.00017846823103105246,0.9796977409137199,0.9431621699840229,1.0,0.5,0.5,0.0006750996805841994,0.007134765476840308,0.00029840556092873994,0.0003169619900440009
1500012F01Rik,0.03871714072524896,1.0,1.0,1.0,0.5,0.5,0.06560153130830311,0.6933073059689642,0.02899699453404934,0.030800180345841872
1500015L24Rik,3.669928023714507e-10,8.012888027542076e-06,7.714525252167093e-06,7.714555698650265e-06,7.713821713045523e-06,7.384996162120703e-06,9.81444334935718e-09,1.0372357386216405e-07,4.338151175444085e-09,4.607920259263665e-09
1500015O10Rik,4.5814034866863735e-05,0.6322406709666516,0.5428741446691479,0.7827785997352338,0.5,0.39656628580757247,0.00021050435936769815,0.0022247073715712107,9.304651333963793e-05,9.88326355011532e-05
1500031L02Rik,1.8666988591966763e-05,0.3347409950749035,0.28041901650982615,0.3290831325447675,0.32908034188778207,0.2056728803062898,9.680583476040691e-05,0.0010230888084668782,4.278982830780833e-05,4.545072515362029e-05
1500032L24Rik,0.016328151081049715,1.0,1.0,1.0,0.5,0.5,0.03186556371513084,0.3367700066129936,0.014085122076336345,0.014961009136134632
1500035H01Rik,0.04517061243906078,1.0,1.0,1.0,0.5,0.5,0.07464746570058732,0.7889089219436324,0.0329954516568823,0.03504728258755041
1500035N22Rik,0.0005436648041066367,0.9999930279778689,0.9997343445168965,1.0,0.5,0.5,0.001772057576322948,0.018727923567644758,0.0007832796404274421,0.0008319880930440134
1500041N16Rik,0.02775042841891329,1.0,1.0,1.0,0.5,0.5,0.049738599817433296,0.5256605136247555,0.021985308548046565,0.023352470803264698
1520401A03Rik,1.07622429536381e-05,0.20941656211340232,0.17575788850036955,0.1932899275873685,0.19327902186384302,0.1305890559994447,6.0549420836959484e-05,0.0006399142672625413,2.6763875629637077e-05,2.8428194348850293e-05
1520402A15Rik,0.36270803501838056,1.0,1.0,1.0,0.5,0.5,0.39752206923244404,1.0,0.17571152744171098,0.18663819547550467
1600002H07Rik,0.029969386053291646,1.0,1.0,1.0,0.5,0.5,0.05294636222887196,0.5595616295180909,0.023403194186628343,0.02485852803712104
1600002K03Rik,0.11545132339197628,1.0,1.0,1.0,0.5,0.5,0.16139010166043374,1.0,0.07133717464160694,0.07577329580637335
1600012F09Rik,0.13319686246479778,1.0,1.0,1.0,0.5,0.5,0.18112043889914867,1.0,0.08005831985965392,0.0850367677576719
1600012H06Rik,0.00013762659141872052,0.9504684676856963,0.8937785379276748,1.0,0.5,0.5,0.0005401791809259129,0.005708863271928914,0.00023876840135183592,0.00025361627784870717
1600012P17Rik,0.00035926482294971096,0.9996085283865417,0.9961986311794294,1.0,0.5,0.5,0.0012369197719330584,0.013072339893232239,0.0005467396133977258,0.0005807387615668944
1600014C10Rik,0.013438287016095717,1.0,1.0,1.0,0.5,0.5,0.02710469312858766,0.28645492562942876,0.011980736163048433,0.012725761425534552
1600014C23Rik,3.4594052674744257e-09,7.552980331948511e-05,7.151372902913788e-05,7.15162850944988e-05,7.15162850944988e-05,6.692219489929277e-05,6.492997389259429e-08,6.862099767846737e-07,2.8700154714547378e-08,3.048488146327141e-08
